Customer_ID,First_Name,Last_Name,Gender,Age,Date_of_Birth,City,State,Favorite_Team,Occupation,Annual_Income,Loyalty_Tier,Email,Phone,Registration_Date
C06939,Sathvik,Rao,Male,40,1986-12-17,Mumbai,Maharashtra,MI,Chartered Accountant,2450112,Bronze,sathvik.rao103@gmail.com,8401397342,2025-10-04
C06940,Ayaan,Bhatt,Male,34,1992-03-08,Bengaluru,Karnataka,MI,Nurse,450609,Silver,ayaan.bhatt351@yahoo.com,8256273727,2025-01-31
C06941,Triya,Andra,Female,59,1967-11-12,Bengaluru,Karnataka,CSK,Lawyer,1867719,Bronze,triya.andra601@hotmail.com,9307089543,2025-05-15
C06942,David,Char,Male,28,1998-03-01,Bengaluru,Karnataka,MI,Business Owner,4016276,Gold,david.char306@gmail.com,7579571861,2024-11-03
C06943,Lipika,Srinivas,Female,60,1966-02-02,Mumbai,Maharashtra,CSK,Entrepreneur,1015180,Bronze,lipika.srinivas788@yahoo.com,9392029399,2024-11-20
C06944,Ekavir,Goda,Male,35,1991-05-16,Bengaluru,Karnataka,SRH,Sales Executive,413136,Silver,ekavir.goda51@yahoo.com,7061192902,2024-12-01
C06945,Lopa,Sankaran,Female,34,1992-09-14,Hyderabad,Telangana,DC,Marketing Executive,383517,Bronze,lopa.sankaran488@yahoo.com,7775904347,2026-03-25
C06946,Rushil,Pathak,Male,59,1967-07-15,Ahmedabad,Gujarat,KKR,Lawyer,1865221,Bronze,rushil.pathak757@outlook.com,8266901336,2024-12-06
C06947,Gabriel,Karpe,Male,19,2007-06-08,Kolkata,West Bengal,MI,Entrepreneur,3415012,Bronze,gabriel.karpe118@hotmail.com,9684040952,2025-02-16
C06948,Raghav,Issac,Male,30,1996-09-23,Kolkata,West Bengal,RR,Teacher,388065,Bronze,raghav.issac987@outlook.com,9910728297,2025-05-24
C06949,Netra,Sama,Female,20,2006-07-14,Mohali,Punjab,MI,Chartered Accountant,1384905,Platinum,netra.sama24@yahoo.com,6884026415,2024-10-22
C06950,Quincy,Golla,Male,32,1994-08-20,Bengaluru,Karnataka,LSG,Police Officer,887176,Bronze,quincy.golla165@outlook.com,6879757976,2026-02-17
C06951,Michael,Vig,Male,22,2004-04-01,Jaipur,Rajasthan,CSK,Graphic Designer,652944,Platinum,michael.vig906@gmail.com,9700713107,2024-09-19
C06952,Banjeet,Sehgal,Male,18,2008-08-28,Ahmedabad,Gujarat,CSK,Government Employee,966694,Bronze,banjeet.sehgal803@outlook.com,8323181332,2025-07-31
C06953,Ucchal,Nagy,Female,33,1993-08-09,Jaipur,Rajasthan,PBKS,Chartered Accountant,1854515,Silver,ucchal.nagy847@yahoo.com,9052285948,2026-02-13
C06954,Rushil,Sandal,Male,19,2007-10-18,Chennai,Tamil Nadu,KKR,Student,129161,Gold,rushil.sandal43@gmail.com,9743420831,2024-11-03
C06955,Rohan,Palla,Male,43,1983-09-14,Ahmedabad,Gujarat,LSG,Chartered Accountant,1347681,Bronze,rohan.palla428@gmail.com,9286278840,2024-07-27
C06956,Anita,Sibal,Female,27,1999-09-26,Mohali,Punjab,MI,Software Engineer,1647811,Silver,anita.sibal492@gmail.com,6247817795,2024-08-23
C06957,Hritik,Gara,Male,20,2006-05-08,Delhi,Delhi,CSK,Graphic Designer,793645,Bronze,hritik.gara709@hotmail.com,9823803682,2024-12-10
C06958,Chakradev,Yohannan,Male,27,1999-03-21,Mohali,Punjab,RR,Nurse,300156,Bronze,chakradev.yohannan337@outlook.com,8088801881,2025-03-21
C06959,Ekbal,Sura,Male,44,1982-12-13,Chennai,Tamil Nadu,KKR,Data Analyst,944198,Silver,ekbal.sura703@gmail.com,7417298362,2025-02-20
C06960,Nitesh,Bora,Male,34,1992-09-27,Kolkata,West Bengal,SRH,Entrepreneur,887333,Bronze,nitesh.bora880@yahoo.com,7440337852,2025-09-17
C06961,Yatan,Sankaran,Male,18,2008-05-18,Hyderabad,Telangana,KKR,Marketing Executive,376742,Bronze,yatan.sankaran920@yahoo.com,7788468683,2025-11-27
C06962,Samesh,Patil,Male,33,1993-02-15,Hyderabad,Telangana,SRH,Student,65709,Bronze,samesh.patil672@outlook.com,6905099289,2025-06-06
C06963,Barkha,Tiwari,Female,18,2008-12-21,Hyderabad,Telangana,KKR,Data Scientist,1730249,Bronze,barkha.tiwari119@yahoo.com,8733347235,2024-05-31
C06964,Darpan,Raval,Male,36,1990-04-27,Mumbai,Maharashtra,GT,Data Analyst,1190688,Silver,darpan.raval857@hotmail.com,9601935935,2024-10-17
C06965,Wazir,Bhalla,Male,48,1978-04-05,Delhi,Delhi,MI,Chartered Accountant,840849,Bronze,wazir.bhalla673@outlook.com,9292276215,2024-03-29
C06966,Veda,Nanda,Female,34,1992-09-23,Kolkata,West Bengal,LSG,Sales Executive,868047,Silver,veda.nanda609@outlook.com,9793827122,2024-01-24
C06967,Wazir,Varma,Male,31,1995-11-07,Lucknow,Uttar Pradesh,MI,Doctor,1631204,Silver,wazir.varma814@yahoo.com,8290142058,2025-03-10
C06968,David,Kar,Male,55,1971-01-25,Bengaluru,Karnataka,LSG,Police Officer,831872,Platinum,david.kar307@yahoo.com,7782719173,2025-10-31
C06969,Ranbir,Nori,Male,18,2008-12-10,Mohali,Punjab,DC,Mechanical Engineer,1207937,Bronze,ranbir.nori577@gmail.com,6217558045,2024-03-18
C06970,Nakul,Mutti,Male,37,1989-09-25,Chennai,Tamil Nadu,KKR,Data Scientist,1979448,Silver,nakul.mutti250@hotmail.com,9550387777,2025-11-15
C06971,Alexander,Ranganathan,Male,54,1972-06-10,Mohali,Punjab,GT,Student,147536,Gold,alexander.ranganathan336@gmail.com,8013533169,2026-03-04
C06972,Yatin,Gala,Male,27,1999-04-05,Hyderabad,Telangana,KKR,Freelancer,749490,Silver,yatin.gala531@outlook.com,9846801989,2025-03-28
C06973,Bhavna,Bhardwaj,Female,50,1976-11-03,Mohali,Punjab,RR,Graphic Designer,557261,Bronze,bhavna.bhardwaj432@yahoo.com,8604691450,2025-04-16
C06974,Netra,Gill,Female,39,1987-08-16,Kolkata,West Bengal,KKR,Civil Engineer,1200606,Gold,netra.gill43@outlook.com,7733087752,2024-11-16
C06975,Wyatt,Purohit,Male,23,2003-04-01,Bengaluru,Karnataka,PBKS,Doctor,928933,Gold,wyatt.purohit205@gmail.com,9000096423,2025-06-14
C06976,Qarin,Bhavsar,Male,22,2004-12-22,Jaipur,Rajasthan,RR,Student,159380,Bronze,qarin.bhavsar1@gmail.com,9897342190,2025-01-25
C06977,Qarin,Zachariah,Male,37,1989-09-08,Chennai,Tamil Nadu,RCB,Software Engineer,1778325,Bronze,qarin.zachariah898@gmail.com,9109878937,2025-08-20
C06978,Hredhaan,Gulati,Male,27,1999-05-20,Ahmedabad,Gujarat,DC,Nurse,626192,Silver,hredhaan.gulati572@hotmail.com,8079890146,2024-02-27
C06979,Zayan,Jayaraman,Male,22,2004-02-24,Mohali,Punjab,RCB,Government Employee,507586,Bronze,zayan.jayaraman305@yahoo.com,7596474734,2025-08-07
C06980,Idika,Sheth,Female,39,1987-11-03,Chennai,Tamil Nadu,CSK,Nurse,558848,Platinum,idika.sheth874@hotmail.com,9274059386,2024-07-01
C06981,Harita,Sane,Female,55,1971-07-26,Kolkata,West Bengal,DC,Government Employee,892857,Gold,harita.sane739@hotmail.com,7724808390,2025-02-22
C06982,Wahab,Andra,Male,22,2004-08-20,Delhi,Delhi,KKR,Business Owner,742993,Bronze,wahab.andra423@gmail.com,8739158446,2024-04-14
C06983,Nandini,Kakar,Female,25,2001-01-15,Bengaluru,Karnataka,MI,Doctor,1718365,Bronze,nandini.kakar358@outlook.com,6120895603,2026-02-24
C06984,Chaitanya,Mukherjee,Male,25,2001-08-16,Lucknow,Uttar Pradesh,GT,Sales Executive,541774,Gold,chaitanya.mukherjee340@outlook.com,7762142551,2026-02-24
C06985,Abha,Contractor,Female,41,1985-06-13,Bengaluru,Karnataka,SRH,Entrepreneur,3370568,Silver,abha.contractor215@hotmail.com,9267911171,2026-02-09
C06986,Anmol,Deep,Male,34,1992-08-05,Hyderabad,Telangana,LSG,Business Owner,4243571,Bronze,anmol.deep7@outlook.com,8524506121,2024-04-28
C06987,Shravya,Suresh,Female,34,1992-08-09,Chennai,Tamil Nadu,GT,Freelancer,351256,Bronze,shravya.suresh227@yahoo.com,8342756745,2025-11-27
C06988,Chandran,Pillai,Male,23,2003-07-13,Ahmedabad,Gujarat,KKR,Banker,1223025,Bronze,chandran.pillai673@gmail.com,7451336972,2026-03-02
C06989,Jacob,Devi,Male,50,1976-12-18,Chennai,Tamil Nadu,MI,Nurse,571908,Bronze,jacob.devi335@hotmail.com,6633409718,2025-04-06
C06990,Aayush,Dewan,Male,46,1980-09-01,Mohali,Punjab,SRH,Marketing Executive,870002,Gold,aayush.dewan701@hotmail.com,8172342611,2026-02-05
C06991,Odika,Halder,Female,45,1981-05-01,Kolkata,West Bengal,MI,Lawyer,2207768,Silver,odika.halder928@hotmail.com,6144726695,2025-01-17
C06992,Chakrika,Chacko,Female,26,2000-11-22,Delhi,Delhi,CSK,Banker,1307657,Bronze,chakrika.chacko15@outlook.com,7793833399,2025-08-15
C06993,Maanas,Luthra,Male,51,1975-08-15,Ahmedabad,Gujarat,DC,Lawyer,1130154,Silver,maanas.luthra865@gmail.com,7525742061,2024-08-11
C06994,Damini,Saini,Female,22,2004-10-03,Delhi,Delhi,LSG,Teacher,880884,Gold,damini.saini413@outlook.com,6110676653,2024-09-17
C06995,Riya,Edwin,Female,32,1994-02-01,Hyderabad,Telangana,SRH,Government Employee,653940,Gold,riya.edwin5@hotmail.com,7151795370,2024-03-12
C06996,Logan,Baria,Male,34,1992-03-15,Chennai,Tamil Nadu,SRH,Mechanical Engineer,604714,Bronze,logan.baria931@gmail.com,8656217900,2024-04-18
C06997,Neelima,Hora,Female,33,1993-04-08,Mumbai,Maharashtra,CSK,Software Engineer,1231099,Bronze,neelima.hora837@gmail.com,6704662532,2025-04-01
C06998,Edhitha,Subramanian,Female,33,1993-11-08,Mumbai,Maharashtra,CSK,Police Officer,370658,Bronze,edhitha.subramanian445@outlook.com,8695465973,2024-07-09
C06999,Abeer,Gupta,Male,22,2004-06-10,Mohali,Punjab,RCB,Business Owner,2249604,Silver,abeer.gupta760@hotmail.com,8666736328,2024-06-29
C07000,Ojas,Ganesan,Male,21,2005-05-02,Mohali,Punjab,KKR,Data Analyst,1013800,Bronze,ojas.ganesan980@outlook.com,8752842485,2024-01-19
C07001,Pranav,Som,Male,23,2003-03-12,Hyderabad,Telangana,KKR,Freelancer,342412,Bronze,pranav.som656@outlook.com,9682553334,2024-02-04
C07002,Vihaan,Bhargava,Male,60,1966-01-26,Hyderabad,Telangana,DC,Marketing Executive,725036,Silver,vihaan.bhargava196@yahoo.com,6630656732,2024-07-03
C07003,Vedant,Bandi,Male,27,1999-01-17,Mumbai,Maharashtra,RR,Business Owner,1854499,Silver,vedant.bandi464@outlook.com,6850588069,2026-03-12
C07004,Oscar,Vohra,Male,28,1998-05-23,Lucknow,Uttar Pradesh,CSK,Civil Engineer,1350154,Silver,oscar.vohra547@gmail.com,8960010380,2025-02-06
C07005,Charvi,Lalla,Female,36,1990-01-01,Lucknow,Uttar Pradesh,CSK,Freelancer,1106259,Bronze,charvi.lalla290@gmail.com,9975263698,2025-10-20
C07006,Divya,Kashyap,Female,54,1972-04-08,Delhi,Delhi,RCB,Police Officer,551678,Bronze,divya.kashyap933@outlook.com,9279878667,2025-07-01
C07007,Gaurav,Pau,Male,45,1981-03-20,Jaipur,Rajasthan,DC,Banker,1482016,Bronze,gaurav.pau794@outlook.com,9367013363,2024-05-31
C07008,Gagan,Babu,Male,60,1966-02-24,Ahmedabad,Gujarat,RCB,Student,7710,Bronze,gagan.babu489@hotmail.com,9306626544,2024-03-23
C07009,Rayaan,Batta,Male,25,2001-07-16,Hyderabad,Telangana,KKR,Mechanical Engineer,527881,Bronze,rayaan.batta969@yahoo.com,8381261056,2024-08-29
C07010,Balhaar,Ghosh,Male,41,1985-03-20,Mumbai,Maharashtra,RCB,Chartered Accountant,1589410,Silver,balhaar.ghosh830@outlook.com,6132928907,2024-01-14
C07011,Nisha,Sahota,Female,24,2002-11-09,Delhi,Delhi,CSK,Student,229927,Bronze,nisha.sahota583@yahoo.com,8086916422,2024-08-23
C07012,Wriddhish,Sibal,Male,23,2003-01-24,Chennai,Tamil Nadu,CSK,Marketing Executive,744420,Bronze,wriddhish.sibal781@yahoo.com,8243793177,2025-07-04
C07013,Mugdha,Soni,Female,35,1991-01-10,Ahmedabad,Gujarat,SRH,Doctor,1015211,Silver,mugdha.soni840@gmail.com,6016208155,2025-06-05
C07014,Pahal,Sabharwal,Female,35,1991-04-02,Jaipur,Rajasthan,LSG,Chartered Accountant,1749730,Silver,pahal.sabharwal961@hotmail.com,8994441703,2024-04-06
C07015,Daniel,Dar,Male,25,2001-08-25,Bengaluru,Karnataka,KKR,Student,222776,Gold,daniel.dar339@outlook.com,8703654598,2024-11-09
C07016,Azaan,Kala,Male,23,2003-09-22,Kolkata,West Bengal,SRH,Data Scientist,1006065,Bronze,azaan.kala858@yahoo.com,8186361478,2026-02-21
C07017,Ansh,Kulkarni,Male,18,2008-10-16,Chennai,Tamil Nadu,CSK,Student,22214,Silver,ansh.kulkarni886@outlook.com,9983311307,2024-01-20
C07018,Krishna,Modi,Male,21,2005-01-19,Kolkata,West Bengal,GT,Mechanical Engineer,708519,Silver,krishna.modi965@outlook.com,9773012332,2024-01-01
C07019,Quincy,Bhavsar,Male,18,2008-11-09,Mumbai,Maharashtra,CSK,Sales Executive,424541,Bronze,quincy.bhavsar822@yahoo.com,7097725220,2024-06-27
C07020,Kai,Mishra,Male,29,1997-05-17,Jaipur,Rajasthan,MI,Software Engineer,893656,Gold,kai.mishra446@yahoo.com,8230504032,2026-02-27
C07021,Netra,Guha,Female,18,2008-05-11,Bengaluru,Karnataka,DC,Chartered Accountant,1616976,Bronze,netra.guha227@gmail.com,9434504430,2025-04-08
C07022,Dev,Gulati,Male,40,1986-01-12,Mumbai,Maharashtra,SRH,Graphic Designer,691176,Bronze,dev.gulati778@yahoo.com,6169946550,2025-05-26
C07023,Sai,Puri,Male,24,2002-12-06,Ahmedabad,Gujarat,GT,Sales Executive,841710,Bronze,sai.puri160@gmail.com,8122388645,2024-07-30
C07024,Bhavani,Dey,Female,19,2007-06-07,Mohali,Punjab,RCB,Government Employee,1027408,Gold,bhavani.dey96@outlook.com,7532866647,2026-03-16
C07025,Xalak,Dhawan,Female,21,2005-05-26,Chennai,Tamil Nadu,PBKS,Graphic Designer,871422,Bronze,xalak.dhawan5@outlook.com,7597169921,2024-01-02
C07026,Dev,Verma,Male,20,2006-06-20,Chennai,Tamil Nadu,SRH,Marketing Executive,791677,Bronze,dev.verma889@hotmail.com,7323750478,2025-08-09
C07027,Jeet,Minhas,Male,41,1985-07-14,Jaipur,Rajasthan,RCB,Chartered Accountant,1180047,Bronze,jeet.minhas539@outlook.com,6450964310,2025-01-03
C07028,Shravya,Subramanian,Female,31,1995-11-14,Lucknow,Uttar Pradesh,RCB,Civil Engineer,869236,Silver,shravya.subramanian367@hotmail.com,6668041491,2025-04-12
C07029,Zayan,Pant,Male,25,2001-01-12,Lucknow,Uttar Pradesh,RCB,Nurse,576223,Gold,zayan.pant558@outlook.com,7078806262,2025-04-11
C07030,Kala,Karan,Female,31,1995-12-06,Kolkata,West Bengal,KKR,Government Employee,1125478,Bronze,kala.karan846@outlook.com,9532821505,2024-07-20
C07031,Divya,Arya,Female,32,1994-07-03,Hyderabad,Telangana,DC,Chartered Accountant,1814943,Silver,divya.arya9@gmail.com,6489330995,2025-03-24
C07032,Nihal,Vala,Male,22,2004-11-22,Mumbai,Maharashtra,CSK,Mechanical Engineer,1246546,Bronze,nihal.vala300@outlook.com,7680561559,2024-09-16
C07033,Oni,Dar,Female,40,1986-04-21,Mumbai,Maharashtra,DC,Graphic Designer,552333,Gold,oni.dar677@hotmail.com,6357390706,2024-10-04
C07034,Chaitanya,Pau,Male,42,1984-08-01,Kolkata,West Bengal,GT,Entrepreneur,4138246,Bronze,chaitanya.pau728@gmail.com,6096579110,2024-01-02
C07035,Abdul,Venkataraman,Male,23,2003-06-28,Mohali,Punjab,PBKS,Mechanical Engineer,1477316,Bronze,abdul.venkataraman507@hotmail.com,6165854594,2025-02-06
C07036,Leena,Sani,Female,29,1997-12-12,Delhi,Delhi,PBKS,Banker,1428446,Silver,leena.sani516@yahoo.com,7992318789,2024-07-14
C07037,Sathvik,Gulati,Male,18,2008-08-25,Kolkata,West Bengal,RCB,Software Engineer,685290,Platinum,sathvik.gulati512@hotmail.com,8582653561,2026-02-03
C07038,Yashvi,Kalla,Female,29,1997-05-19,Kolkata,West Bengal,SRH,Data Analyst,860110,Bronze,yashvi.kalla65@gmail.com,9176652335,2025-06-08
C07039,Vaishnavi,Borra,Female,23,2003-05-28,Chennai,Tamil Nadu,DC,Business Owner,3098627,Bronze,vaishnavi.borra397@yahoo.com,8918544245,2025-01-16
C07040,Xavier,Chakrabarti,Male,36,1990-11-08,Hyderabad,Telangana,PBKS,Marketing Executive,535217,Bronze,xavier.chakrabarti642@yahoo.com,8702083550,2024-03-05
C07041,Fitan,Barad,Male,38,1988-07-26,Hyderabad,Telangana,RR,Civil Engineer,1300541,Bronze,fitan.barad174@gmail.com,6740352223,2025-04-10
C07042,Samaksh,Peri,Male,24,2002-01-03,Kolkata,West Bengal,DC,Entrepreneur,4551257,Platinum,samaksh.peri564@yahoo.com,9478363628,2024-01-04
C07043,Upadhriti,Ahuja,Female,23,2003-09-28,Ahmedabad,Gujarat,RR,Nurse,524408,Silver,upadhriti.ahuja909@outlook.com,8258223743,2024-09-06
C07044,Samuel,Upadhyay,Male,41,1985-05-19,Hyderabad,Telangana,GT,Entrepreneur,3674998,Silver,samuel.upadhyay89@outlook.com,7298250833,2025-05-08
C07045,Meera,Wagle,Female,19,2007-08-09,Mohali,Punjab,RR,Government Employee,1183189,Gold,meera.wagle161@outlook.com,8156535516,2026-02-13
C07046,Yagnesh,Kohli,Male,19,2007-05-26,Ahmedabad,Gujarat,KKR,Chartered Accountant,1813259,Bronze,yagnesh.kohli32@gmail.com,7075148391,2025-12-03
C07047,Jai,Dada,Male,34,1992-06-13,Mohali,Punjab,SRH,Entrepreneur,4258186,Bronze,jai.dada442@gmail.com,9704156711,2025-01-13
C07048,Yuvraj,Prabhakar,Male,29,1997-04-10,Hyderabad,Telangana,KKR,Police Officer,355221,Bronze,yuvraj.prabhakar876@gmail.com,7921052553,2024-07-17
C07049,Sathvik,Murthy,Male,35,1991-12-05,Kolkata,West Bengal,GT,Entrepreneur,1175675,Bronze,sathvik.murthy992@gmail.com,8632551891,2024-12-30
C07050,Laban,Deol,Male,24,2002-05-26,Lucknow,Uttar Pradesh,RR,Chartered Accountant,1230011,Silver,laban.deol146@gmail.com,6543544010,2024-01-18
C07051,Bahadurjit,Kara,Male,34,1992-10-11,Mumbai,Maharashtra,PBKS,Marketing Executive,930575,Silver,bahadurjit.kara189@yahoo.com,8344406363,2024-01-25
C07052,Rishi,Kalla,Male,33,1993-11-22,Jaipur,Rajasthan,CSK,Lawyer,912489,Bronze,rishi.kalla778@outlook.com,7556411009,2025-03-07
C07053,Riya,Nayak,Female,26,2000-03-03,Mohali,Punjab,KKR,Nurse,323328,Silver,riya.nayak778@yahoo.com,7204348728,2025-07-08
C07054,Garima,Sinha,Female,24,2002-12-04,Mohali,Punjab,SRH,Student,91158,Gold,garima.sinha591@outlook.com,7765315037,2025-07-22
C07055,Rudra,Bahri,Male,30,1996-10-25,Kolkata,West Bengal,GT,Lawyer,1559676,Bronze,rudra.bahri59@gmail.com,7496739326,2025-02-24
C07056,Radhika,Goyal,Female,26,2000-09-26,Lucknow,Uttar Pradesh,KKR,Business Owner,4212152,Bronze,radhika.goyal881@outlook.com,9364055834,2025-04-01
C07057,Faras,Arya,Male,33,1993-11-25,Kolkata,West Bengal,SRH,Lawyer,1152447,Silver,faras.arya687@gmail.com,9201647924,2025-08-21
C07058,Ganga,Kothari,Female,36,1990-12-05,Jaipur,Rajasthan,DC,Police Officer,701578,Bronze,ganga.kothari821@outlook.com,9204788256,2026-01-22
C07059,Rudra,Chandran,Male,18,2008-03-07,Mohali,Punjab,KKR,Mechanical Engineer,1133999,Silver,rudra.chandran419@gmail.com,7517432244,2025-12-01
C07060,Avi,Master,Male,54,1972-11-04,Lucknow,Uttar Pradesh,RR,Marketing Executive,977379,Bronze,avi.master803@hotmail.com,6836988414,2024-06-16
C07061,Upkaar,Lalla,Male,53,1973-03-14,Bengaluru,Karnataka,CSK,Doctor,1646978,Silver,upkaar.lalla838@gmail.com,7851144180,2025-04-24
C07062,Sanya,Chowdhury,Female,23,2003-08-09,Kolkata,West Bengal,DC,Business Owner,4973911,Bronze,sanya.chowdhury959@gmail.com,8568409975,2025-11-20
C07063,Gautami,Master,Female,25,2001-12-14,Mumbai,Maharashtra,SRH,Teacher,408409,Platinum,gautami.master279@gmail.com,7103007726,2024-03-16
C07064,Abdul,Trivedi,Male,44,1982-10-13,Delhi,Delhi,CSK,Sales Executive,534340,Bronze,abdul.trivedi506@yahoo.com,9035753147,2025-03-06
C07065,Naksh,Manne,Male,27,1999-11-05,Chennai,Tamil Nadu,LSG,Government Employee,675383,Silver,naksh.manne234@hotmail.com,8150913673,2024-08-22
C07066,Manya,Venkatesh,Female,46,1980-08-05,Bengaluru,Karnataka,RCB,Freelancer,686484,Bronze,manya.venkatesh825@hotmail.com,6728883608,2025-06-01
C07067,Pratyush,Kannan,Male,43,1983-04-16,Chennai,Tamil Nadu,CSK,Teacher,888799,Bronze,pratyush.kannan329@hotmail.com,9571494717,2025-11-23
C07068,Samaksh,Rege,Male,54,1972-06-02,Delhi,Delhi,SRH,Freelancer,1240104,Silver,samaksh.rege895@yahoo.com,6331336223,2025-03-25
C07069,Hredhaan,Bhattacharyya,Male,20,2006-10-11,Jaipur,Rajasthan,GT,Teacher,674441,Gold,hredhaan.bhattacharyya541@hotmail.com,8900821078,2025-09-19
C07070,Patrick,Biswas,Male,31,1995-05-09,Bengaluru,Karnataka,CSK,Graphic Designer,656611,Bronze,patrick.biswas86@gmail.com,8540319689,2025-01-27
C07071,Arya,Ganesan,Female,34,1992-07-08,Mumbai,Maharashtra,SRH,Sales Executive,850658,Bronze,arya.ganesan562@hotmail.com,9896355125,2025-09-13
C07072,Nirja,Oza,Female,27,1999-02-24,Delhi,Delhi,LSG,Government Employee,1081606,Bronze,nirja.oza667@gmail.com,8421740376,2024-09-30
C07073,Yug,Narayan,Male,20,2006-12-19,Mohali,Punjab,CSK,Freelancer,1214251,Bronze,yug.narayan966@yahoo.com,8327303653,2025-09-12
C07074,Azad,Khanna,Male,32,1994-12-09,Mohali,Punjab,RR,Software Engineer,1315379,Gold,azad.khanna977@yahoo.com,9101455180,2024-02-23
C07075,Rohan,Gole,Male,24,2002-10-14,Mumbai,Maharashtra,DC,Data Analyst,1045981,Silver,rohan.gole240@hotmail.com,6347051212,2025-01-03
C07076,Qabil,Biswas,Male,29,1997-10-24,Jaipur,Rajasthan,CSK,Data Analyst,1076989,Bronze,qabil.biswas99@gmail.com,8051078276,2025-08-03
C07077,Hema,Shanker,Female,31,1995-03-27,Mumbai,Maharashtra,GT,Doctor,1492462,Silver,hema.shanker762@gmail.com,7066713692,2024-11-05
C07078,Ikshita,Brar,Female,27,1999-01-25,Ahmedabad,Gujarat,DC,Mechanical Engineer,1266166,Gold,ikshita.brar50@yahoo.com,9435672791,2024-10-14
C07079,Ria,Borra,Female,44,1982-12-14,Bengaluru,Karnataka,DC,Student,91119,Silver,ria.borra639@gmail.com,8295893333,2025-12-07
C07080,Anthony,Kalita,Male,19,2007-09-27,Delhi,Delhi,KKR,Chartered Accountant,725832,Silver,anthony.kalita935@gmail.com,6705595839,2025-07-31
C07081,Ati,Srinivasan,Female,50,1976-03-14,Kolkata,West Bengal,DC,Government Employee,1182589,Silver,ati.srinivasan456@outlook.com,6018850287,2025-10-07
C07082,Hardik,Mital,Male,35,1991-10-06,Hyderabad,Telangana,RCB,Freelancer,539067,Gold,hardik.mital515@outlook.com,9886004279,2025-10-02
C07083,Rajata,Ben,Female,30,1996-06-27,Kolkata,West Bengal,MI,Business Owner,1368147,Silver,rajata.ben800@outlook.com,7501997306,2024-05-28
C07084,Ati,Chadha,Female,26,2000-12-06,Lucknow,Uttar Pradesh,KKR,Mechanical Engineer,716585,Bronze,ati.chadha236@yahoo.com,7678859361,2024-02-08
C07085,Samesh,Boase,Male,23,2003-11-07,Mohali,Punjab,CSK,Mechanical Engineer,832166,Bronze,samesh.boase151@yahoo.com,6800100531,2024-12-21
C07086,Pushti,Lala,Female,36,1990-08-06,Hyderabad,Telangana,LSG,Sales Executive,815529,Bronze,pushti.lala442@gmail.com,7894935515,2025-12-26
C07087,Warinder,Varma,Male,23,2003-04-27,Delhi,Delhi,KKR,Graphic Designer,367044,Gold,warinder.varma891@yahoo.com,6095752751,2024-08-09
C07088,Zayan,Nadig,Male,36,1990-01-16,Ahmedabad,Gujarat,RR,Chartered Accountant,928111,Bronze,zayan.nadig802@yahoo.com,7947471636,2025-09-04
C07089,Divya,Mutti,Female,55,1971-12-19,Jaipur,Rajasthan,RCB,Entrepreneur,4647101,Bronze,divya.mutti994@yahoo.com,9184720252,2025-01-08
C07090,Yashawini,Tata,Female,20,2006-10-08,Mohali,Punjab,RR,Civil Engineer,1361488,Silver,yashawini.tata868@yahoo.com,8481844036,2025-10-14
C07091,Sneha,Kade,Female,29,1997-03-15,Jaipur,Rajasthan,SRH,Data Scientist,1912919,Bronze,sneha.kade62@gmail.com,6153865871,2024-02-12
C07092,William,De,Male,25,2001-12-13,Ahmedabad,Gujarat,SRH,Government Employee,745145,Silver,william.de923@hotmail.com,8694939199,2025-01-21
C07093,Shaurya,Kala,Male,27,1999-05-26,Jaipur,Rajasthan,KKR,Nurse,387905,Bronze,shaurya.kala723@yahoo.com,7981876815,2024-12-14
C07094,Zehaan,Wali,Male,29,1997-03-14,Bengaluru,Karnataka,MI,Student,24682,Bronze,zehaan.wali801@gmail.com,8108680373,2024-05-30
C07095,Xavier,Vasa,Male,57,1969-10-03,Delhi,Delhi,KKR,Data Scientist,1045989,Silver,xavier.vasa320@hotmail.com,7741477692,2025-08-30
C07096,Aishani,Vohra,Female,25,2001-10-11,Mumbai,Maharashtra,RCB,Student,92615,Silver,aishani.vohra2@outlook.com,9598622186,2024-09-05
C07097,Manan,Mutti,Male,55,1971-01-01,Mohali,Punjab,GT,Lawyer,1881644,Bronze,manan.mutti602@yahoo.com,6184821216,2024-06-07
C07098,Maanav,Gokhale,Male,24,2002-08-14,Kolkata,West Bengal,MI,Sales Executive,473583,Silver,maanav.gokhale613@gmail.com,7842640343,2024-11-23
C07099,Sneha,Sachar,Female,32,1994-01-13,Lucknow,Uttar Pradesh,PBKS,Data Scientist,924700,Bronze,sneha.sachar206@outlook.com,8181582059,2025-02-04
C07100,Qabil,Mody,Male,29,1997-08-20,Delhi,Delhi,KKR,Banker,1258309,Bronze,qabil.mody374@gmail.com,8051188471,2025-05-20
C07101,Owen,Pillai,Male,47,1979-01-04,Chennai,Tamil Nadu,MI,Graphic Designer,463432,Bronze,owen.pillai797@outlook.com,6750468376,2025-11-03
C07102,Shivani,Mistry,Female,59,1967-01-17,Delhi,Delhi,MI,Lawyer,2067229,Gold,shivani.mistry551@yahoo.com,8546820060,2024-05-05
C07103,Qushi,Kara,Female,31,1995-08-17,Ahmedabad,Gujarat,KKR,Software Engineer,814560,Platinum,qushi.kara433@hotmail.com,9752103720,2024-04-09
